Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
003_edit staff,Chrome 73.0.3683.75,\u7F16\u8F91\u7528\u6237,2019-04-17 12:40:36,2019-04-17 12:42:57,2m - 21.535s,FAILED
,,,,,,
Test Cases/001_Login_Home/002_Login,Chrome 73.0.3683.75,登录（记住密码）,2019-04-17 12:40:36,2019-04-17 12:40:52,15.721s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 12:40:36,2019-04-17 12:40:36,0.011s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 12:40:37,2019-04-17 12:40:44,7.558s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:40:44,2019-04-17 12:40:45,1.009s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 12:40:45,2019-04-17 12:40:46,0.234s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:40:46,2019-04-17 12:40:47,1.004s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 12:40:47,2019-04-17 12:40:47,0.146s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:40:47,2019-04-17 12:40:48,1.006s,PASSED
"Statement - R = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementChecked(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Login/remember_password), 10)",Chrome 73.0.3683.75,,2019-04-17 12:40:48,2019-04-17 12:40:48,0.060s,PASSED
Statement - If (R),Chrome 73.0.3683.75,,2019-04-17 12:40:48,2019-04-17 12:40:48,0.006s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 12:40:48,2019-04-17 12:40:48,0.106s,PASSED
"Statement - a = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(homepage/a_homepage), 40)",Chrome 73.0.3683.75,,2019-04-17 12:40:48,2019-04-17 12:40:49,1.256s,PASSED
Statement - If (a),Chrome 73.0.3683.75,,2019-04-17 12:40:49,2019-04-17 12:40:50,0.431s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 12:40:50,2019-04-17 12:40:50,0.019s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/001_Enter_User",Chrome 73.0.3683.75,从系统设置进入人员管理,2019-04-17 12:40:52,2019-04-17 12:41:09,17.123s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 12:40:52,2019-04-17 12:40:52,0.003s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 12:40:52,2019-04-17 12:41:04,11.224s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:41:04,2019-04-17 12:41:05,1.002s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 12:41:05,2019-04-17 12:41:05,0.237s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:41:05,2019-04-17 12:41:06,1.003s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 12:41:06,2019-04-17 12:41:06,0.335s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:41:06,2019-04-17 12:41:07,1.001s,PASSED
"Statement - verify_user = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/cite_usertable), 0)",Chrome 73.0.3683.75,,2019-04-17 12:41:07,2019-04-17 12:41:07,0.045s,PASSED
Statement - If (verify_user),Chrome 73.0.3683.75,,2019-04-17 12:41:07,2019-04-17 12:41:07,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 12:41:07,2019-04-17 12:41:07,0.007s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/009_check_userEditpage",Chrome 73.0.3683.75,1.打开编辑窗口，检查列表中的数据与编辑页面数据一致。,2019-04-17 12:41:09,2019-04-17 12:41:45,35.355s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 12:41:09,2019-04-17 12:41:09,0.005s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 12:41:10,2019-04-17 12:41:22,12.301s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 12:41:22,2019-04-17 12:41:22,0.139s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 12:41:22,2019-04-17 12:41:23,1.004s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 12:41:23,2019-04-17 12:41:24,0.671s,PASSED
