Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
004_edit staff,Chrome 73.0.3683.75,\u7F16\u8F91\u7528\u6237,2019-04-17 15:06:09,2019-04-17 15:08:11,2m - 2.054s,PASSED
,,,,,,
Test Cases/001_Login_Home/002_Login,Chrome 73.0.3683.75,登录（记住密码）,2019-04-17 15:06:10,2019-04-17 15:06:26,16.172s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:10,2019-04-17 15:06:10,0.013s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:11,2019-04-17 15:06:19,7.985s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:19,2019-04-17 15:06:20,1.012s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 15:06:20,2019-04-17 15:06:20,0.187s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:20,2019-04-17 15:06:21,1.004s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 15:06:21,2019-04-17 15:06:21,0.282s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:21,2019-04-17 15:06:22,1.004s,PASSED
"Statement - R = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementChecked(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Login/remember_password), 10)",Chrome 73.0.3683.75,,2019-04-17 15:06:22,2019-04-17 15:06:22,0.098s,PASSED
Statement - If (R),Chrome 73.0.3683.75,,2019-04-17 15:06:22,2019-04-17 15:06:22,0.004s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:06:22,2019-04-17 15:06:22,0.193s,PASSED
"Statement - a = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(homepage/a_homepage), 40)",Chrome 73.0.3683.75,,2019-04-17 15:06:22,2019-04-17 15:06:23,1.103s,PASSED
Statement - If (a),Chrome 73.0.3683.75,,2019-04-17 15:06:23,2019-04-17 15:06:24,0.560s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:24,2019-04-17 15:06:24,0.014s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/001_Enter_User",Chrome 73.0.3683.75,从系统设置进入人员管理,2019-04-17 15:06:26,2019-04-17 15:06:42,15.517s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:26,2019-04-17 15:06:26,0.004s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:26,2019-04-17 15:06:36,9.551s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:36,2019-04-17 15:06:37,1.005s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:06:37,2019-04-17 15:06:37,0.151s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:37,2019-04-17 15:06:38,1.005s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:06:38,2019-04-17 15:06:38,0.435s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:38,2019-04-17 15:06:39,1.002s,PASSED
"Statement - verify_user = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/cite_usertable), 0)",Chrome 73.0.3683.75,,2019-04-17 15:06:39,2019-04-17 15:06:40,0.046s,PASSED
Statement - If (verify_user),Chrome 73.0.3683.75,,2019-04-17 15:06:40,2019-04-17 15:06:40,0.004s,PASSED
Start listener action : sampleAfterTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:40,2019-04-17 15:06:40,0.008s,PASSED
,,,,,,
"Test Cases/002_System_,Manage/001_User_Manage/009_check_userEditpage",Chrome 73.0.3683.75,1.打开编辑窗口，检查列表中的数据与编辑页面数据一致。,2019-04-17 15:06:42,2019-04-17 15:07:02,20.655s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:42,2019-04-17 15:06:42,0.007s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 15:06:42,2019-04-17 15:06:54,12.347s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 15:06:54,2019-04-17 15:06:55,0.211s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:55,2019-04-17 15:06:56,1.006s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:06:56,2019-04-17 15:06:56,0.195s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:56,2019-04-17 15:06:57,1.009s,PASSED
Statement - i = 1,Chrome 73.0.3683.75,,2019-04-17 15:06:57,2019-04-17 15:06:57,0.002s,PASSED
Statement - userinfo = [],Chrome 73.0.3683.75,,2019-04-17 15:06:57,2019-04-17 15:06:57,0.001s,PASSED
"Statement - For ([j = 1, j <= 5, (j++)])",Chrome 73.0.3683.75,,2019-04-17 15:06:57,2019-04-17 15:06:57,0.504s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 15:06:57,2019-04-17 15:06:58,0.203s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 15:06:58,2019-04-17 15:07:00,2.004s,PASSED
Statement - userdetail = [],Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.002s,PASSED
Statement - name = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Edit_user_info/input_  _realname),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.031s,PASSED
Statement - position = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Edit_user_info/input_  _position),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.013s,PASSED
Statement - mobile = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Edit_user_info/input_  _mobile),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.007s,PASSED
Statement - email = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Syetem_settings/User_Manage/Edit_user_info/input_  _email),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.014s,PASSED
"Statement - element1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(name, 30)",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.049s,PASSED
"Statement - element2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(position, 30)",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.021s,PASSED
"Statement - element3 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(mobile, 30)",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.022s,PASSED
"Statement - element4 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElement(email, 30)",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.019s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.024s,PASSED
Statement - js = driver,Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.049s,PASSED
"Statement - value1 = js.executeScript(""return arguments[0].value"", element1).toString()",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.043s,PASSED
Statement - userdetail.add(value1),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.002s,PASSED
"Statement - value2 = js.executeScript(""return arguments[0].value"", element2).toString()",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.015s,PASSED
Statement - userdetail.add(value2),Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.001s,PASSED
"Statement - value4 = js.executeScript(""return arguments[0].value"", element4).toString()",Chrome 73.0.3683.75,,2019-04-17 15:07:00,2019-04-17 15:07:00,0.011s,PASSED
