Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
003_edit staff,Chrome 73.0.3683.75,\u7F16\u8F91\u7528\u6237,2019-04-17 13:37:40,2019-04-17 13:39:15,1m - 35.663s,FAILED
,,,,,,
Test Cases/001_Login_Home/002_Login,Chrome 73.0.3683.75,登录（记住密码）,2019-04-17 13:37:40,2019-04-17 13:37:53,13.187s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 73.0.3683.75,,2019-04-17 13:37:40,2019-04-17 13:37:40,0.008s,PASSED
callTestCase,Chrome 73.0.3683.75,,2019-04-17 13:37:41,2019-04-17 13:37:47,6.010s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 13:37:47,2019-04-17 13:37:48,1.010s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 13:37:48,2019-04-17 13:37:48,0.182s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 13:37:48,2019-04-17 13:37:49,1.004s,PASSED
setText,Chrome 73.0.3683.75,,2019-04-17 13:37:49,2019-04-17 13:37:49,0.140s,PASSED
delay,Chrome 73.0.3683.75,,2019-04-17 13:37:49,2019-04-17 13:37:50,1.003s,PASSED
"Statement - R = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementChecked(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Login/remember_password), 10)",Chrome 73.0.3683.75,,2019-04-17 13:37:50,2019-04-17 13:37:50,0.058s,PASSED
Statement - If (R),Chrome 73.0.3683.75,,2019-04-17 13:37:50,2019-04-17 13:37:50,0.007s,PASSED
click,Chrome 73.0.3683.75,,2019-04-17 13:37:50,2019-04-17 13:37:50,0.093s,PASSED
"Statement - a = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(homepage/a_homepage), 40)",Chrome 73.0.3683.75,,2019-04-17 13:37:50,2019-04-17 13:37:51,0.650s,PASSED
Statement - If (a),Chrome 73.0.3683.75,,2019-04-17 13:37:51,2019-04-17 13:37:51,0.292s,PASSED
